concept_path	concept_cd	name_char	concept_blob	update_date	download_date	import_date	sourcesystem_cd	upload_id
\FHIR\Claim\	FHIR:Claim	FHIR Claim		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\accident\	FHIR:Claim.accident	FHIR Claim accident		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\accident\locationAddress\	FHIR:Claim.accident.locationAddress	FHIR Claim accident locationAddress		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\accident\locationAddress\period\	FHIR:Claim.accident.locationAddress.period	FHIR Claim accident locationAddress period		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\accident\type\	FHIR:Claim.accident.type	FHIR Claim accident type		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\accident\type\coding\	FHIR:Claim.accident.type.coding	FHIR Claim accident type coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\billablePeriod\	FHIR:Claim.billablePeriod	FHIR Claim billablePeriod		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\careTeam\	FHIR:Claim.careTeam	FHIR Claim careTeam		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\careTeam\qualification\	FHIR:Claim.careTeam.qualification	FHIR Claim careTeam qualification		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\careTeam\qualification\coding\	FHIR:Claim.careTeam.qualification.coding	FHIR Claim careTeam qualification coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\careTeam\role\	FHIR:Claim.careTeam.role	FHIR Claim careTeam role		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\careTeam\role\coding\	FHIR:Claim.careTeam.role.coding	FHIR Claim careTeam role coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\created\	FHIR:Claim.created	FHIR Claim created		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\diagnosis\	FHIR:Claim.diagnosis	FHIR Claim diagnosis		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\diagnosis\diagnosisCodeableConcept\	FHIR:Claim.diagnosis.diagnosisCodeableConcept	FHIR Claim diagnosis diagnosisCodeableConcept		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\diagnosis\diagnosisCodeableConcept\coding\	FHIR:Claim.diagnosis.diagnosisCodeableConcept.coding	FHIR Claim diagnosis diagnosisCodeableConcept coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\diagnosis\packageCode\	FHIR:Claim.diagnosis.packageCode	FHIR Claim diagnosis packageCode		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\diagnosis\packageCode\coding\	FHIR:Claim.diagnosis.packageCode.coding	FHIR Claim diagnosis packageCode coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\diagnosis\type\	FHIR:Claim.diagnosis.type	FHIR Claim diagnosis type		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\diagnosis\type\coding\	FHIR:Claim.diagnosis.type.coding	FHIR Claim diagnosis type coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\employmentImpacted\	FHIR:Claim.employmentImpacted	FHIR Claim employmentImpacted		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\enterer\	FHIR:Claim.enterer	FHIR Claim enterer		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\facility\	FHIR:Claim.facility	FHIR Claim facility		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\fundsReserve\	FHIR:Claim.fundsReserve	FHIR Claim fundsReserve		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\fundsReserve\coding\	FHIR:Claim.fundsReserve.coding	FHIR Claim fundsReserve coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\hospitalization\	FHIR:Claim.hospitalization	FHIR Claim hospitalization		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\identifier\	FHIR:Claim.identifier	FHIR Claim identifier		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\identifier\period\	FHIR:Claim.identifier.period	FHIR Claim identifier period		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\identifier\type\	FHIR:Claim.identifier.type	FHIR Claim identifier type		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\identifier\type\coding\	FHIR:Claim.identifier.type.coding	FHIR Claim identifier type coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\information\	FHIR:Claim.information	FHIR Claim information		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\information\category\	FHIR:Claim.information.category	FHIR Claim information category		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\information\category\coding\	FHIR:Claim.information.category.coding	FHIR Claim information category coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\information\code\	FHIR:Claim.information.code	FHIR Claim information code		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\information\code\coding\	FHIR:Claim.information.code.coding	FHIR Claim information code coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\information\reason\	FHIR:Claim.information.reason	FHIR Claim information reason		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\information\reason\coding\	FHIR:Claim.information.reason.coding	FHIR Claim information reason coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\information\timingPeriod\	FHIR:Claim.information.timingPeriod	FHIR Claim information timingPeriod		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\information\valueAttachment\	FHIR:Claim.information.valueAttachment	FHIR Claim information valueAttachment		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\information\valueQuantity\	FHIR:Claim.information.valueQuantity	FHIR Claim information valueQuantity		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\insurance\	FHIR:Claim.insurance	FHIR Claim insurance		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\insurance\identifier\	FHIR:Claim.insurance.identifier	FHIR Claim insurance identifier		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\insurance\identifier\period\	FHIR:Claim.insurance.identifier.period	FHIR Claim insurance identifier period		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\insurance\identifier\type\	FHIR:Claim.insurance.identifier.type	FHIR Claim insurance identifier type		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\insurance\identifier\type\coding\	FHIR:Claim.insurance.identifier.type.coding	FHIR Claim insurance identifier type coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\insurer\	FHIR:Claim.insurer	FHIR Claim insurer		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\	FHIR:Claim.item	FHIR Claim item		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\bodySite\	FHIR:Claim.item.bodySite	FHIR Claim item bodySite		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\bodySite\coding\	FHIR:Claim.item.bodySite.coding	FHIR Claim item bodySite coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\category\	FHIR:Claim.item.category	FHIR Claim item category		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\category\coding\	FHIR:Claim.item.category.coding	FHIR Claim item category coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\detail\	FHIR:Claim.item.detail	FHIR Claim item detail		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\detail\category\	FHIR:Claim.item.detail.category	FHIR Claim item detail category		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\detail\category\coding\	FHIR:Claim.item.detail.category.coding	FHIR Claim item detail category coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\detail\modifier\	FHIR:Claim.item.detail.modifier	FHIR Claim item detail modifier		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\detail\modifier\coding\	FHIR:Claim.item.detail.modifier.coding	FHIR Claim item detail modifier coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\detail\net\	FHIR:Claim.item.detail.net	FHIR Claim item detail net		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\detail\programCode\	FHIR:Claim.item.detail.programCode	FHIR Claim item detail programCode		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\detail\programCode\coding\	FHIR:Claim.item.detail.programCode.coding	FHIR Claim item detail programCode coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\detail\quantity\	FHIR:Claim.item.detail.quantity	FHIR Claim item detail quantity		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\detail\revenue\	FHIR:Claim.item.detail.revenue	FHIR Claim item detail revenue		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\detail\revenue\coding\	FHIR:Claim.item.detail.revenue.coding	FHIR Claim item detail revenue coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\detail\service\	FHIR:Claim.item.detail.service	FHIR Claim item detail service		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\detail\service\coding\	FHIR:Claim.item.detail.service.coding	FHIR Claim item detail service coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\detail\subDetail\	FHIR:Claim.item.detail.subDetail	FHIR Claim item detail subDetail		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\detail\subDetail\category\	FHIR:Claim.item.detail.subDetail.category	FHIR Claim item detail subDetail category		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\detail\subDetail\category\coding\	FHIR:Claim.item.detail.subDetail.category.coding	FHIR Claim item detail subDetail category coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\detail\subDetail\modifier\	FHIR:Claim.item.detail.subDetail.modifier	FHIR Claim item detail subDetail modifier		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\detail\subDetail\modifier\coding\	FHIR:Claim.item.detail.subDetail.modifier.coding	FHIR Claim item detail subDetail modifier coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\detail\subDetail\net\	FHIR:Claim.item.detail.subDetail.net	FHIR Claim item detail subDetail net		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\detail\subDetail\programCode\	FHIR:Claim.item.detail.subDetail.programCode	FHIR Claim item detail subDetail programCode		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\detail\subDetail\programCode\coding\	FHIR:Claim.item.detail.subDetail.programCode.coding	FHIR Claim item detail subDetail programCode coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\detail\subDetail\quantity\	FHIR:Claim.item.detail.subDetail.quantity	FHIR Claim item detail subDetail quantity		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\detail\subDetail\revenue\	FHIR:Claim.item.detail.subDetail.revenue	FHIR Claim item detail subDetail revenue		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\detail\subDetail\revenue\coding\	FHIR:Claim.item.detail.subDetail.revenue.coding	FHIR Claim item detail subDetail revenue coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\detail\subDetail\service\	FHIR:Claim.item.detail.subDetail.service	FHIR Claim item detail subDetail service		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\detail\subDetail\service\coding\	FHIR:Claim.item.detail.subDetail.service.coding	FHIR Claim item detail subDetail service coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\detail\subDetail\unitPrice\	FHIR:Claim.item.detail.subDetail.unitPrice	FHIR Claim item detail subDetail unitPrice		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\detail\unitPrice\	FHIR:Claim.item.detail.unitPrice	FHIR Claim item detail unitPrice		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\locationAddress\	FHIR:Claim.item.locationAddress	FHIR Claim item locationAddress		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\locationAddress\period\	FHIR:Claim.item.locationAddress.period	FHIR Claim item locationAddress period		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\locationCodeableConcept\	FHIR:Claim.item.locationCodeableConcept	FHIR Claim item locationCodeableConcept		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\locationCodeableConcept\coding\	FHIR:Claim.item.locationCodeableConcept.coding	FHIR Claim item locationCodeableConcept coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\modifier\	FHIR:Claim.item.modifier	FHIR Claim item modifier		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\modifier\coding\	FHIR:Claim.item.modifier.coding	FHIR Claim item modifier coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\net\	FHIR:Claim.item.net	FHIR Claim item net		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\programCode\	FHIR:Claim.item.programCode	FHIR Claim item programCode		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\programCode\coding\	FHIR:Claim.item.programCode.coding	FHIR Claim item programCode coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\quantity\	FHIR:Claim.item.quantity	FHIR Claim item quantity		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\revenue\	FHIR:Claim.item.revenue	FHIR Claim item revenue		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\revenue\coding\	FHIR:Claim.item.revenue.coding	FHIR Claim item revenue coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\service\	FHIR:Claim.item.service	FHIR Claim item service		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\service\coding\	FHIR:Claim.item.service.coding	FHIR Claim item service coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\servicedPeriod\	FHIR:Claim.item.servicedPeriod	FHIR Claim item servicedPeriod		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\subSite\	FHIR:Claim.item.subSite	FHIR Claim item subSite		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\subSite\coding\	FHIR:Claim.item.subSite.coding	FHIR Claim item subSite coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\item\unitPrice\	FHIR:Claim.item.unitPrice	FHIR Claim item unitPrice		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\organization\	FHIR:Claim.organization	FHIR Claim organization		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\originalPrescription\	FHIR:Claim.originalPrescription	FHIR Claim originalPrescription		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\patient\	FHIR:Claim.patient	FHIR Claim patient		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\payee\	FHIR:Claim.payee	FHIR Claim payee		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\payee\resource\	FHIR:Claim.payee.resource	FHIR Claim payee resource		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\payee\type\	FHIR:Claim.payee.type	FHIR Claim payee type		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\payee\type\coding\	FHIR:Claim.payee.type.coding	FHIR Claim payee type coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\prescription\	FHIR:Claim.prescription	FHIR Claim prescription		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\priority\	FHIR:Claim.priority	FHIR Claim priority		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\priority\coding\	FHIR:Claim.priority.coding	FHIR Claim priority coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\procedure\	FHIR:Claim.procedure	FHIR Claim procedure		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\procedure\procedureCodeableConcept\	FHIR:Claim.procedure.procedureCodeableConcept	FHIR Claim procedure procedureCodeableConcept		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\procedure\procedureCodeableConcept\coding\	FHIR:Claim.procedure.procedureCodeableConcept.coding	FHIR Claim procedure procedureCodeableConcept coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\provider\	FHIR:Claim.provider	FHIR Claim provider		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\referral\	FHIR:Claim.referral	FHIR Claim referral		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\related\	FHIR:Claim.related	FHIR Claim related		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\related\reference\	FHIR:Claim.related.reference	FHIR Claim related reference		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\related\reference\period\	FHIR:Claim.related.reference.period	FHIR Claim related reference period		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\related\reference\type\	FHIR:Claim.related.reference.type	FHIR Claim related reference type		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\related\reference\type\coding\	FHIR:Claim.related.reference.type.coding	FHIR Claim related reference type coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\related\relationship\	FHIR:Claim.related.relationship	FHIR Claim related relationship		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\related\relationship\coding\	FHIR:Claim.related.relationship.coding	FHIR Claim related relationship coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\status\	FHIR:Claim.status	FHIR Claim status		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\subType\	FHIR:Claim.subType	FHIR Claim subType		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\subType\coding\	FHIR:Claim.subType.coding	FHIR Claim subType coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\total\	FHIR:Claim.total	FHIR Claim total		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\type\	FHIR:Claim.type	FHIR Claim type		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\type\coding\	FHIR:Claim.type.coding	FHIR Claim type coding		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\Claim\use\	FHIR:Claim.use	FHIR Claim use		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\ClinicalImpression\	FHIR:ClinicalImpression	FHIR ClinicalImpression		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\ClinicalImpression\action\	FHIR:ClinicalImpression.action	FHIR ClinicalImpression action		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\ClinicalImpression\assessor\	FHIR:ClinicalImpression.assessor	FHIR ClinicalImpression assessor		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
\FHIR\ClinicalImpression\code\	FHIR:ClinicalImpression.code	FHIR ClinicalImpression code		2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	2017-09-21 16:10:30.825927	FHIR STU3	
