modifier_path	modifier_cd	name_char	modifier_blob	update_date	download_date	import_date	sourcesystem_cd	upload_id
\FHIR\Claim\item\locationReference\	FHIR:Claim.item.locationReference	FHIR Claim item locationReference		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Claim\item\modifier\	FHIR:Claim.item.modifier	FHIR Claim item modifier		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Claim\item\net\	FHIR:Claim.item.net	FHIR Claim item net		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Claim\item\procedureSequence\	FHIR:Claim.item.procedureSequence	FHIR Claim item procedureSequence		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Claim\item\programCode\	FHIR:Claim.item.programCode	FHIR Claim item programCode		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Claim\item\quantity\	FHIR:Claim.item.quantity	FHIR Claim item quantity		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Claim\item\revenue\	FHIR:Claim.item.revenue	FHIR Claim item revenue		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Claim\item\sequence\	FHIR:Claim.item.sequence	FHIR Claim item sequence		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Claim\item\service\	FHIR:Claim.item.service	FHIR Claim item service		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Claim\item\servicedDate\	FHIR:Claim.item.servicedDate	FHIR Claim item servicedDate		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Claim\item\servicedPeriod\	FHIR:Claim.item.servicedPeriod	FHIR Claim item servicedPeriod		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Claim\item\subSite\	FHIR:Claim.item.subSite	FHIR Claim item subSite		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Claim\item\udi\	FHIR:Claim.item.udi	FHIR Claim item udi		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Claim\item\unitPrice\	FHIR:Claim.item.unitPrice	FHIR Claim item unitPrice		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Claim\organization\	FHIR:Claim.organization	FHIR Claim organization		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Claim\originalPrescription\	FHIR:Claim.originalPrescription	FHIR Claim originalPrescription		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Claim\patient\	FHIR:Claim.patient	FHIR Claim patient		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Claim\payee\	FHIR:Claim.payee	FHIR Claim payee		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Claim\payee\party\	FHIR:Claim.payee.party	FHIR Claim payee party		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Claim\payee\resource\	FHIR:Claim.payee.resource	FHIR Claim payee resource		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Claim\payee\type\	FHIR:Claim.payee.type	FHIR Claim payee type		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Claim\prescription\	FHIR:Claim.prescription	FHIR Claim prescription		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Claim\priority\	FHIR:Claim.priority	FHIR Claim priority		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Claim\procedure\	FHIR:Claim.procedure	FHIR Claim procedure		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Claim\procedure\date\	FHIR:Claim.procedure.date	FHIR Claim procedure date		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Claim\procedure\procedureCodeableConcept\	FHIR:Claim.procedure.procedureCodeableConcept	FHIR Claim procedure procedureCodeableConcept		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Claim\procedure\procedureReference\	FHIR:Claim.procedure.procedureReference	FHIR Claim procedure procedureReference		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Claim\procedure\sequence\	FHIR:Claim.procedure.sequence	FHIR Claim procedure sequence		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Claim\provider\	FHIR:Claim.provider	FHIR Claim provider		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Claim\referral\	FHIR:Claim.referral	FHIR Claim referral		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Claim\related\	FHIR:Claim.related	FHIR Claim related		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Claim\related\claim\	FHIR:Claim.related.claim	FHIR Claim related claim		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Claim\related\reference\	FHIR:Claim.related.reference	FHIR Claim related reference		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Claim\related\relationship\	FHIR:Claim.related.relationship	FHIR Claim related relationship		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Claim\status\	FHIR:Claim.status	FHIR Claim status		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Claim\subType\	FHIR:Claim.subType	FHIR Claim subType		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Claim\total\	FHIR:Claim.total	FHIR Claim total		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Claim\type\	FHIR:Claim.type	FHIR Claim type		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Claim\use\	FHIR:Claim.use	FHIR Claim use		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ClinicalImpression\action\	FHIR:ClinicalImpression.action	FHIR ClinicalImpression action		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ClinicalImpression\assessor\	FHIR:ClinicalImpression.assessor	FHIR ClinicalImpression assessor		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ClinicalImpression\code\	FHIR:ClinicalImpression.code	FHIR ClinicalImpression code		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ClinicalImpression\context\	FHIR:ClinicalImpression.context	FHIR ClinicalImpression context		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ClinicalImpression\date\	FHIR:ClinicalImpression.date	FHIR ClinicalImpression date		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ClinicalImpression\description\	FHIR:ClinicalImpression.description	FHIR ClinicalImpression description		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ClinicalImpression\effectiveDateTime\	FHIR:ClinicalImpression.effectiveDateTime	FHIR ClinicalImpression effectiveDateTime		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ClinicalImpression\effectivePeriod\	FHIR:ClinicalImpression.effectivePeriod	FHIR ClinicalImpression effectivePeriod		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ClinicalImpression\finding\	FHIR:ClinicalImpression.finding	FHIR ClinicalImpression finding		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ClinicalImpression\finding\basis\	FHIR:ClinicalImpression.finding.basis	FHIR ClinicalImpression finding basis		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ClinicalImpression\finding\itemCodeableConcept\	FHIR:ClinicalImpression.finding.itemCodeableConcept	FHIR ClinicalImpression finding itemCodeableConcept		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ClinicalImpression\finding\itemReference\	FHIR:ClinicalImpression.finding.itemReference	FHIR ClinicalImpression finding itemReference		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ClinicalImpression\identifier\	FHIR:ClinicalImpression.identifier	FHIR ClinicalImpression identifier		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ClinicalImpression\investigation\	FHIR:ClinicalImpression.investigation	FHIR ClinicalImpression investigation		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ClinicalImpression\investigation\code\	FHIR:ClinicalImpression.investigation.code	FHIR ClinicalImpression investigation code		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ClinicalImpression\investigation\item\	FHIR:ClinicalImpression.investigation.item	FHIR ClinicalImpression investigation item		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ClinicalImpression\note\	FHIR:ClinicalImpression.note	FHIR ClinicalImpression note		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ClinicalImpression\previous\	FHIR:ClinicalImpression.previous	FHIR ClinicalImpression previous		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ClinicalImpression\problem\	FHIR:ClinicalImpression.problem	FHIR ClinicalImpression problem		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ClinicalImpression\prognosisCodeableConcept\	FHIR:ClinicalImpression.prognosisCodeableConcept	FHIR ClinicalImpression prognosisCodeableConcept		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ClinicalImpression\prognosisReference\	FHIR:ClinicalImpression.prognosisReference	FHIR ClinicalImpression prognosisReference		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ClinicalImpression\protocol\	FHIR:ClinicalImpression.protocol	FHIR ClinicalImpression protocol		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ClinicalImpression\status\	FHIR:ClinicalImpression.status	FHIR ClinicalImpression status		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ClinicalImpression\subject\	FHIR:ClinicalImpression.subject	FHIR ClinicalImpression subject		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\ClinicalImpression\summary\	FHIR:ClinicalImpression.summary	FHIR ClinicalImpression summary		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CodeableConcept\coding\	FHIR:CodeableConcept.coding	FHIR CodeableConcept coding		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CodeableConcept\text\	FHIR:CodeableConcept.text	FHIR CodeableConcept text		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Coding\code\	FHIR:Coding.code	FHIR Coding code		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Coding\display\	FHIR:Coding.display	FHIR Coding display		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Coding\system\	FHIR:Coding.system	FHIR Coding system		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Coding\userSelected\	FHIR:Coding.userSelected	FHIR Coding userSelected		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Coding\version\	FHIR:Coding.version	FHIR Coding version		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CommunicationRequest\about\	FHIR:CommunicationRequest.about	FHIR CommunicationRequest about		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CommunicationRequest\authoredOn\	FHIR:CommunicationRequest.authoredOn	FHIR CommunicationRequest authoredOn		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CommunicationRequest\basedOn\	FHIR:CommunicationRequest.basedOn	FHIR CommunicationRequest basedOn		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CommunicationRequest\category\	FHIR:CommunicationRequest.category	FHIR CommunicationRequest category		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CommunicationRequest\context\	FHIR:CommunicationRequest.context	FHIR CommunicationRequest context		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CommunicationRequest\groupIdentifier\	FHIR:CommunicationRequest.groupIdentifier	FHIR CommunicationRequest groupIdentifier		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CommunicationRequest\identifier\	FHIR:CommunicationRequest.identifier	FHIR CommunicationRequest identifier		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CommunicationRequest\medium\	FHIR:CommunicationRequest.medium	FHIR CommunicationRequest medium		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CommunicationRequest\note\	FHIR:CommunicationRequest.note	FHIR CommunicationRequest note		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CommunicationRequest\occurrenceDateTime\	FHIR:CommunicationRequest.occurrenceDateTime	FHIR CommunicationRequest occurrenceDateTime		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CommunicationRequest\occurrencePeriod\	FHIR:CommunicationRequest.occurrencePeriod	FHIR CommunicationRequest occurrencePeriod		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CommunicationRequest\payload\	FHIR:CommunicationRequest.payload	FHIR CommunicationRequest payload		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CommunicationRequest\payload\contentAttachment\	FHIR:CommunicationRequest.payload.contentAttachment	FHIR CommunicationRequest payload contentAttachment		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CommunicationRequest\payload\contentReference\	FHIR:CommunicationRequest.payload.contentReference	FHIR CommunicationRequest payload contentReference		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CommunicationRequest\payload\contentString\	FHIR:CommunicationRequest.payload.contentString	FHIR CommunicationRequest payload contentString		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CommunicationRequest\priority\	FHIR:CommunicationRequest.priority	FHIR CommunicationRequest priority		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CommunicationRequest\reasonCode\	FHIR:CommunicationRequest.reasonCode	FHIR CommunicationRequest reasonCode		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CommunicationRequest\reasonReference\	FHIR:CommunicationRequest.reasonReference	FHIR CommunicationRequest reasonReference		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CommunicationRequest\recipient\	FHIR:CommunicationRequest.recipient	FHIR CommunicationRequest recipient		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CommunicationRequest\replaces\	FHIR:CommunicationRequest.replaces	FHIR CommunicationRequest replaces		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CommunicationRequest\requester\	FHIR:CommunicationRequest.requester	FHIR CommunicationRequest requester		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CommunicationRequest\sender\	FHIR:CommunicationRequest.sender	FHIR CommunicationRequest sender		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CommunicationRequest\status\	FHIR:CommunicationRequest.status	FHIR CommunicationRequest status		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\CommunicationRequest\subject\	FHIR:CommunicationRequest.subject	FHIR CommunicationRequest subject		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Communication\about\	FHIR:Communication.about	FHIR Communication about		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Communication\basedOn\	FHIR:Communication.basedOn	FHIR Communication basedOn		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Communication\category\	FHIR:Communication.category	FHIR Communication category		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Communication\context\	FHIR:Communication.context	FHIR Communication context		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Communication\identifier\	FHIR:Communication.identifier	FHIR Communication identifier		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Communication\inResponseTo\	FHIR:Communication.inResponseTo	FHIR Communication inResponseTo		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Communication\instantiates\	FHIR:Communication.instantiates	FHIR Communication instantiates		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Communication\medium\	FHIR:Communication.medium	FHIR Communication medium		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Communication\note\	FHIR:Communication.note	FHIR Communication note		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Communication\partOf\	FHIR:Communication.partOf	FHIR Communication partOf		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Communication\payload\	FHIR:Communication.payload	FHIR Communication payload		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Communication\payload\contentAttachment\	FHIR:Communication.payload.contentAttachment	FHIR Communication payload contentAttachment		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Communication\payload\contentReference\	FHIR:Communication.payload.contentReference	FHIR Communication payload contentReference		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Communication\payload\contentString\	FHIR:Communication.payload.contentString	FHIR Communication payload contentString		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Communication\priority\	FHIR:Communication.priority	FHIR Communication priority		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Communication\reasonCode\	FHIR:Communication.reasonCode	FHIR Communication reasonCode		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Communication\reasonReference\	FHIR:Communication.reasonReference	FHIR Communication reasonReference		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Communication\received\	FHIR:Communication.received	FHIR Communication received		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Communication\recipient\	FHIR:Communication.recipient	FHIR Communication recipient		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Communication\sender\	FHIR:Communication.sender	FHIR Communication sender		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Communication\sent\	FHIR:Communication.sent	FHIR Communication sent		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Communication\statusReason\	FHIR:Communication.statusReason	FHIR Communication statusReason		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Communication\status\	FHIR:Communication.status	FHIR Communication status		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Communication\subject\	FHIR:Communication.subject	FHIR Communication subject		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Communication\topic\	FHIR:Communication.topic	FHIR Communication topic		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Condition\abatementAge\	FHIR:Condition.abatementAge	FHIR Condition abatementAge		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Condition\abatementDateTime\	FHIR:Condition.abatementDateTime	FHIR Condition abatementDateTime		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Condition\abatementPeriod\	FHIR:Condition.abatementPeriod	FHIR Condition abatementPeriod		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Condition\abatementRange\	FHIR:Condition.abatementRange	FHIR Condition abatementRange		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Condition\abatementString\	FHIR:Condition.abatementString	FHIR Condition abatementString		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Condition\assertedDate\	FHIR:Condition.assertedDate	FHIR Condition assertedDate		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Condition\asserter\	FHIR:Condition.asserter	FHIR Condition asserter		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Condition\bodySite\	FHIR:Condition.bodySite	FHIR Condition bodySite		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Condition\category\	FHIR:Condition.category	FHIR Condition category		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Condition\clinicalStatus\	FHIR:Condition.clinicalStatus	FHIR Condition clinicalStatus		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Condition\code\	FHIR:Condition.code	FHIR Condition code		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Condition\context\	FHIR:Condition.context	FHIR Condition context		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Condition\evidence\	FHIR:Condition.evidence	FHIR Condition evidence		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
\FHIR\Condition\evidence\code\	FHIR:Condition.evidence.code	FHIR Condition evidence code		2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	2017-12-11 14:07:46.416519	FHIR STU3	
